2021/7/2, 18:45:33:00, 44.603878, 33.450256, 0.15, 0.00, 0.00, 117.86, 0.44, 9.47
2021/7/2, 18:45:34:00, 44.603874, 33.450249, 0.04, 0.44, 0.00, 216.51, 8.88, 31.42
2021/7/2, 18:45:34:00, 44.603874, 33.450249, 0.04, 0.15, 0.00, 232.34, 8.90, 22.86
2021/7/2, 18:45:35:00, 44.603878, 33.450253, 0.11, 0.37, 0.00, 268.90, 3.98, 11.70
2021/7/2, 18:45:35:00, 44.603878, 33.450253, 0.11, 0.33, 0.00, 295.92, 3.63, 9.62
2021/7/2, 18:45:36:00, 44.603878, 33.450260, 0.08, 0.16, 0.00, 302.34, 5.26, 9.03
2021/7/2, 18:45:36:00, 44.603878, 33.450260, 0.08, 0.09, 0.00, 302.99, 5.18, 8.89
2021/7/2, 18:45:37:00, 44.603878, 33.450264, 0.04, 0.05, 0.00, 303.10, 5.25, 8.94
2021/7/2, 18:45:37:00, 44.603878, 33.450264, 0.04, 0.03, 0.00, 303.08, 5.27, 9.03
2021/7/2, 18:45:38:00, 44.603878, 33.450264, 0.04, 0.03, 0.00, 303.11, 5.24, 8.95
2021/7/2, 18:45:38:00, 44.603878, 33.450264, 0.04, 0.03, 0.00, 302.75, 4.95, 8.87
2021/7/2, 18:45:39:00, 44.603878, 33.450264, 0.16, 0.14, 0.00, 302.83, 5.32, 8.84
2021/7/2, 18:45:39:00, 44.603878, 33.450264, 0.16, 0.18, 0.00, 302.86, 5.04, 9.22
2021/7/2, 18:45:40:00, 44.603878, 33.450264, 0.24, 0.24, 0.00, 303.02, 5.24, 8.86
2021/7/2, 18:45:40:00, 44.603878, 33.450264, 0.24, 0.26, 0.00, 302.92, 5.07, 8.98
2021/7/2, 18:45:41:00, 44.603882, 33.450268, 0.19, 0.20, 0.00, 302.91, 5.27, 8.82
2021/7/2, 18:45:41:00, 44.603882, 33.450268, 0.19, 0.18, 0.00, 303.26, 5.37, 8.61
2021/7/2, 18:45:42:00, 44.603882, 33.450268, 0.17, 0.17, 0.00, 303.07, 5.32, 8.85
2021/7/2, 18:45:43:00, 44.603882, 33.450268, 0.15, 0.16, 0.00, 304.20, 5.31, 8.50
2021/7/2, 18:45:43:00, 44.603882, 33.450268, 0.15, 0.15, 0.00, 303.23, 5.41, 8.85
2021/7/2, 18:45:44:00, 44.603882, 33.450268, 0.11, 0.14, 0.00, 303.10, 5.25, 8.79
2021/7/2, 18:45:44:00, 44.603882, 33.450268, 0.11, 0.12, 0.00, 302.82, 5.37, 8.81
2021/7/2, 18:45:45:00, 44.603882, 33.450272, 0.20, 0.10, 0.00, 302.98, 4.84, 8.81
2021/7/2, 18:45:45:00, 44.603882, 33.450272, 0.20, 0.19, 0.00, 303.05, 5.23, 8.81
2021/7/2, 18:45:46:00, 44.603878, 33.450272, 0.21, 0.21, 0.00, 303.38, 5.54, 8.68
2021/7/2, 18:45:46:00, 44.603878, 33.450272, 0.21, 0.21, 0.00, 303.16, 5.41, 8.81
2021/7/2, 18:45:47:00, 44.603878, 33.450272, 0.17, 0.21, 0.00, 302.93, 5.41, 8.93
